"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"관악노인종합사회복지관 병설 관악치매전문요양센터","A8318","(노인) 노인요양시설","노인의료복지시설","자치구","정정희","1162000000","관악구","서울특별시 관악구 보라매로 35 (봉천동)"
"노원효사랑요양원","A8322","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조미옥","1135000000","노원구","서울특별시 노원구 동일로173가길 37선석빌딩 4층"
"청담노인복지센터","A8326","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유지훈","1154500000","금천구","서울특별시 금천구 금하로29길 36금하로 29길 36"
"임원요양원","A8356","(노인) 노인요양시설","노인의료복지시설","자치구","최유리","1154500000","금천구","서울특별시 금천구 독산로 359 (독산동)"
"백산실버홈","A8357","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전윤서","1141000000","서대문구","서울특별시 서대문구 모래내로 285현대빌딩 4층"
"마포노인복지센터","A8371","(노인) 노인요양시설","노인의료복지시설","자치구","한승훈","1144000000","마포구","서울특별시 마포구 만리재옛12길 6-2 (공덕동)"
"성심복지센터","A8452","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고창근","1123000000","동대문구","서울특별시 동대문구 망우로 122-14층"
"은파요양원","A8463","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김여영","1123000000","동대문구","서울특별시 동대문구 한천로 77일신빌딩 3층"
"은나무요양원","A8464","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","곽상원","1123000000","동대문구","서울특별시 동대문구 한천로 77일신빌딩 3층"
"로뎀요양원","A8532","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","서일선","1138000000","은평구","서울특별시 은평구 통일로72길 31(불광동)"
"금호노인요양원","A8551","(노인) 노인요양시설","노인의료복지시설","자치구","한향율","1120000000","성동구","서울특별시 성동구 금호로 45정은타워 2층 (금호동4가)"
"한사랑실버센터2호점","A8562","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘석","1174000000","강동구","서울특별시 강동구 양재대로 14946층 602호"
"축복재가장기노인요양원","A8586","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김세호","1126000000","중랑구","서울특별시 중랑구 용마산로 389석주빌딩 4층"
"참노인요양원(공동생활가정)","A8623","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유민혁","1156000000","영등포구","서울특별시 영등포구 가마산로 373주현빌딩 5층 "
"주현노인요양원","A8624","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유민혁","1156000000","영등포구","서울특별시 영등포구 가마산로 373주현빌딩 5층 (대림동)"
"수실버간호센터","A8637","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이천우","1171000000","송파구","서울특별시 송파구 성내천로 2123층"
"서대문노인복지관요양센터","A8673","(노인) 노인요양시설","노인의료복지시설","자치구","탁우상","1141000000","서대문구","서울특별시 서대문구 독립문로8길 57 (천연동)"
"엘림요양원","A8716","(노인) 노인요양시설","노인의료복지시설","자치구","박길진","1138000000","은평구","서울특별시 은평구 응암로 348(녹번동)"
"양천어르신종합복지관병설 양천어르신요양센터","A8751","(노인) 노인요양시설","노인의료복지시설","자치구","한승호","1147000000","양천구","서울특별시 양천구 목동로3길 106 (신정동)"
"은빛노인요양공동생활가정1","A8773","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박미선","1171000000","송파구","서울특별시 송파구 거마로 99"
"은빛노인요양공동생활가정4","A8774","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","진난주","1171000000","송파구","서울특별시 송파구 거마로 994층"
"참사랑노인요양센터","A8782","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고정숙","1130500000","강북구","서울특별시 강북구 오현로 32청우빌딩 6층 (미아동)"
"실버밸리노인요양공동생활가정","A8812","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김승오","1121500000","광진구","서울특별시 광진구 자양로 652층 (자양동)"
"송파치매케어센터","A8835","(노인) 노인요양시설","노인의료복지시설","자치구","이경희","1171000000","송파구","서울특별시 송파구 백제고분로32길 41"
"강남구립 논현요양센터","A8869","(노인) 노인요양시설","노인의료복지시설","자치구","정명희","1168000000","강남구","서울특별시 강남구 강남대로128길 59 (논현동)"
"노원실버센터","A8937","(노인) 노인요양시설","노인의료복지시설","자치구","이수남","1135000000","노원구","서울특별시 노원구 동일로 1097 (공릉동)"
"상봉요양원","A9020","(노인) 노인요양시설","노인의료복지시설","자치구","노태곤","1126000000","중랑구","서울특별시 중랑구 용마산로 494상아빌딩 5층"
"봄날서울요양원","A9082","(노인) 노인요양시설","노인의료복지시설","자치구","정용규","1150000000","강서구","서울특별시 강서구 양천로1길 100"
"효도로노인전문요양원","A9096","(노인) 노인요양시설","노인의료복지시설","자치구","오근영","1153000000","구로구","서울특별시 구로구 경인로 393-7 (고척동)"
"인자인케어센터","A9110","(노인) 노인요양시설","노인의료복지시설","자치구","정선량","1111000000","종로구","서울특별시 종로구 평창17길 26 (평창동)"
"나눔의집","A9119","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임준희","1147000000","양천구","서울특별시 양천구 목동로23길 34205호"
"케어윌","A9177","(노인) 노인요양시설","노인의료복지시설","자치구","강영희","1129000000","성북구","서울특별시 성북구 보문로 50 (보문동7가)"
"강남실버센터","A9181","(노인) 노인요양시설","노인의료복지시설","자치구","강다혜","1168000000","강남구","서울특별시 강남구 삼성로 628 (삼성동)"
"푸른요양원1호점","A9216","(노인) 노인요양시설","노인의료복지시설","자치구","인순자","1130500000","강북구","서울특별시 강북구 도봉로81길 43 (수유동)"
"벧엘의집요양원","A9238","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박미혜","1162000000","관악구","서울특별시 관악구 문성로 963층"
"늘사랑실버센터","A9258","(노인) 노인요양시설","노인의료복지시설","자치구","김용길","1135000000","노원구","서울특별시 노원구 한글비석로 444교림노원프라자 5층 (상계동)"
"효원노인복지센터A","A9381","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김학봉","1126000000","중랑구","서울특별시 중랑구 상봉중앙로1길 12세광빌딩 34층"
"한사랑실버센터1호점","A9387","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘석","1174000000","강동구","서울특별시 강동구 양재대로 1494"
"포도나무실버타운2호점","A9452","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이현주","1171000000","송파구","서울특별시 송파구 가락로 26층"
"포도나무실버타운1호점","A9453","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임은주","1171000000","송파구","서울특별시 송파구 가락로 26층"
"강동노인복지관 치매요양원","A9535","(노인) 노인요양시설","노인의료복지시설","자치구","이유리","1174000000","강동구","서울특별시 강동구 동남로71길 32-5강동노인종합복지관 5층 (명일동)"
"광진노인보호센터","A9553","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조철행","1121500000","광진구","서울특별시 광진구 뚝섬로58길 13(자양동)"
"밝은요양원","A9631","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이선숙","1121500000","광진구","서울특별시 광진구 긴고랑로 124층 (중곡동)"
"예원요양원","A9645","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","문성숙","1126000000","중랑구","서울특별시 중랑구 용마산로 554동화빌딩 2층"
"유린원광노인요양원","A9683","(노인) 노인요양시설","노인의료복지시설","자치구","김순덕","1126000000","중랑구","서울특별시 중랑구 신내로 56 (신내동)"
"사랑의집","A9722","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정희","1165000000","서초구","서울특별시 서초구 탑성말길 26(염곡동 217-5)"
"중앙효노인요양공동생활가정","A9827","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박형준","1141000000","서대문구","서울특별시 서대문구 서소문로 43-531층3층"
"평창동시니어센터","A9891","(노인) 노인요양시설","노인의료복지시설","자치구","임명순","1111000000","종로구","서울특별시 종로구 평창15길 10 (평창동)"
"에덴실버요양원","A9903","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장미화","1171000000","송파구","서울특별시 송파구 송이로 198-1"
"미래요양원","A9970","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이문노","1156000000","영등포구","서울특별시 영등포구 대림로 88재상빌딩 4층"
"구립서대문노인전문요양센터","B4161","(노인) 노인요양시설","노인의료복지시설","자치구","김희철","1141000000","서대문구","서울특별시 서대문구 홍지문2길 59 (홍은동)"
"사회복지법인 진각복지재단 진각홈케어 성북센터","F04366","(노인) 노인요양시설","노인의료복지시설","자치구","양효정","1129000000","성북구","서울특별시 성북구 화랑로 215층 (하월곡동)"
"이암요양원","F04452","(노인) 노인요양시설","노인의료복지시설","자치구","지소현","1120000000","성동구","서울특별시 성동구 마장로 125 (상왕십리동)"
"늘푸른요양원","F04668","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","안은주","1129000000","성북구","서울특별시 성북구 장월로1길 604층 (상월곡동)"
"(가칭)치매안심마을","F04762","(노인) 노인요양시설","노인의료복지시설","자치구","","1117000000","용산구","경기도 양주시 백석읍 기산로440번길 34 "
"서울시립마포실버케어센터","F04766","(노인) 노인요양시설","노인의료복지시설","자치구","","1100000000","서울특별시","서울특별시 마포구 백범로31길 21서울특별시립마포실버케어센터 (공덕동)"
"서울시립동대문실버케어센터","F04767","(노인) 노인요양시설","노인의료복지시설","자치구","","1100000000","서울특별시","서울특별시 동대문구 황물로 12 (답십리동)"
"해피데이공동생활가정","G0026","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장세용","1132000000","도봉구","서울특별시 도봉구 해등로21 나동 104호 (창동)"
"노인요양시설 실버스토리","G0027","(노인) 노인요양시설","노인의료복지시설","자치구","황애린","1141000000","서대문구","서울특별시 서대문구 모래내로 330 (홍은동)"
"삼농실버마을","G0032","(노인) 노인요양시설","노인의료복지시설","자치구","이윤희","1153000000","구로구","서울특별시 구로구 오류로8길 84 (오류동)"
"참빛요양원","G0201","(노인) 노인요양시설","노인의료복지시설","자치구","유영옥","1132000000","도봉구","서울특별시 도봉구 도봉로 6399층 (쌍문동)"
"사랑과섬김요양원","G0204","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박애자","1126000000","중랑구","서울특별시 중랑구 묵동 239-51 창성빌딩2층"
"보라매요양원2호점","G0278","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","엄성현","1159000000","동작구","서울특별시 동작구 보라매로 88-088 (신대방동)"
"보라매요양원1호점","G0282","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이승아","1159000000","동작구","서울특별시 동작구 보라매로 88-088 (신대방동)"
"사랑초요양원","G0285","(노인) 노인요양시설","노인의료복지시설","자치구","송길한","1147000000","양천구","서울특별시 양천구 지양로 152 (신월동)"
"사랑재요양원","G0319","(노인) 노인요양시설","노인의료복지시설","자치구","이주한","1121500000","광진구","서울특별시 광진구 자양로 188 (구의동)"
"구립한남노인요양원","G0357","(노인) 노인요양시설","노인의료복지시설","자치구","김종학","1117000000","용산구","서울특별시 용산구 독서당로 103 (한남동)"
"효심(가)요양원","G0443","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최진희","1126000000","중랑구","서울특별시 중랑구 중화동210-17 5층"
"효심(나)요양원","G0444","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김혜원","1126000000","중랑구","서울특별시 중랑구 중화동210-17 5층"
"국민건강보험공단 서울요양원","G0512","(노인) 노인요양시설","노인의료복지시설","자치구","박득수","1168000000","강남구","서울특별시 강남구 헌릉로590길 50 (세곡동)"
"대한실버하우스","G0522","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유영호","1154500000","금천구","서울특별시 금천구 독산로78길 21(독산동)"
"은혜실버노인요양공동생활가정","G0528","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김영성","1141000000","서대문구","서울특별시 서대문구 응암로1길 8-4(북가좌동)"
"사랑채요양종합복지센터","G0627","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","위정희","1132000000","도봉구","서울특별시 도봉구 도봉로133길34 1층 (쌍문동)"
"도봉요양원","G0636","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김신곤","1132000000","도봉구","서울특별시 도봉구 도봉로601 401호 (쌍문동)"
"어버이사랑노인의료복지센터1","G0650","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강혜원","1156000000","영등포구","서울특별시 영등포구 도림로318 4층 (신길동)"
"어버이사랑노인의료복지센터2","G0651","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현주","1156000000","영등포구","서울특별시 영등포구 도림로318 5층 (신길동)"
"어버이사랑노인의료복지센터3","G0652","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","양재영","1156000000","영등포구","서울특별시 영등포구 도림로318 6층 (신길동)"
"유민복지센터","G0706","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정인예","1129000000","성북구","서울특별시 성북구 장위로26길20 (장위동)"
"노원편안한요양원2","G0724","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김판석","1135000000","노원구","서울특별시 노원구 상계로27길12 3층 (상계동 경인빌딩)"
"노원편안한요양원1","G0725","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정진주","1135000000","노원구","서울특별시 노원구 상계로27길12 3층 (상계동 경인빌딩)"
"가온요양원2","G0759","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","구자연","1130500000","강북구","서울특별시 강북구 한천로 10755층 (수유동)"
"가온요양원1","G0761","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김명국","1130500000","강북구","서울특별시 강북구 한천로 10753층 (수유동)"
"강남유명요양원","G0863","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","원진순","1168000000","강남구","서울특별시 강남구 개포로140길32 5층 (일원동 원효빌딩)"
"서울시립중랑노인전문요양원","G0884","(노인) 노인요양시설","노인의료복지시설","자치구","조남식","1126000000","중랑구","서울특별시 중랑구 양원역로 38 (망우동 시립중랑노인전문요양원)"
"인애요양원","G0891","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이방희","1162000000","관악구","서울특별시 관악구 신림로169 201호 (신림동 영창빌딩)"
"가족사랑요양원","G0912","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","성보윤","1171000000","송파구","서울특별시 송파구 오금로36길 57 (가락동)"
"가락사랑요양원","G0913","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박동서","1171000000","송파구","서울특별시 송파구 오금로36길 573층 (가락동)"
"사랑나눔요양원2","G1063","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조숙현","1130500000","강북구","서울특별시 강북구 도봉로 2434층 (미아동)"
"사랑재활요양원","G1064","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조옥희","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길54 4층 (창동)"
"은평요양원","G1094","(노인) 노인요양시설","노인의료복지시설","자치구","정수민","1138000000","은평구","서울특별시 은평구 진흥로 4734층 (역촌동)"
"love사랑맞이요양원","G1102","(노인) 노인요양시설","노인의료복지시설","자치구","임하연","1132000000","도봉구","서울특별시 도봉구 마들로649-20 8층 (방학동)"
"A  도봉재활요양원","G1137","(노인) 노인요양시설","노인의료복지시설","자치구","이근례","1132000000","도봉구","서울특별시 도봉구 도봉로152길26 6층 (방학동)"
"'(협)효마을 중랑 노인요양공동생활가정","G1156","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배윤신","1126000000","중랑구","서울특별시 중랑구 용마공원로3길24-10 지층 (망우동)"
"목동조은요양원","G1167","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현진","1147000000","양천구","서울특별시 양천구 중앙로 294명성빌딩 8층 (신정동)"
"휴림실버요양센터","G1211","(노인) 노인요양시설","노인의료복지시설","자치구","곽철희","1153000000","구로구","서울특별시 구로구 디지털로27길 119B223 (가리봉동)"
"21세기요양원 노인요양공동생활가정","G1299","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최정희","1156000000","영등포구","서울특별시 영등포구 도신로69 4층층 (도림동)"
"상봉요양원요양센터","G1334","(노인) 노인요양시설","노인의료복지시설","자치구","장태숙","1126000000","중랑구","서울특별시 중랑구 용마산로 485 (망우동)"
"봄날북한산요양원","G1340","(노인) 노인요양시설","노인의료복지시설","자치구","이영선","1130500000","강북구","서울특별시 강북구 4.19로 77 (수유동)"
"'(협)노인돌봄은평요양원","G1351","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전명희","1138000000","은평구","서울특별시 은평구 가좌로 3063층 (신사동)"
"난향요양원","G1354","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김종분","1162000000","관악구","서울특별시 관악구 남부순환로 1474 3층층 (신림동)"
"난향요양원2","G1355","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이종분","1162000000","관악구","서울특별시 관악구 남부순환로 1470 4층층 (신림동)"
"수색실버케어","G1388","(노인) 노인요양시설","노인의료복지시설","자치구","최재식","1138000000","은평구","서울특별시 은평구 수색로272-1 (수색동)"
"종로시니어스타워","G1403","(노인) 노인요양시설","노인의료복지시설","자치구","박명은","1111000000","종로구","서울특별시 종로구 홍지문길 29 (홍지동)"
"성동실버케어요양원","G1469","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","동홍우","1121500000","광진구","서울특별시 광진구 뚝섬로 6134층 (자양동)"
"다사랑요양원","G1482","(노인) 노인요양시설","노인의료복지시설","자치구","장혜숙","1132000000","도봉구","서울특별시 도봉구 도봉로191길 88-6 (도봉동)"
"사랑재활요양원2호점","G1493","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","설영일","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길 54-0 (창동)54 3층층 (창동 이순빌딩)"
"효심(라)요양원","G1495","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지택","1126000000","중랑구","서울특별시 중랑구 망우로 171 6층층 (중화동)"
"효심(다)요양원","G1496","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘우","1126000000","중랑구","서울특별시 중랑구 망우로 171 6층층 (중화동)"
"엔젤요양원","G1539","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍사록","1162000000","관악구","서울특별시 관악구 남부순환로 1432-7 401호호 (신림동 대우빌딩)"
"가나안요양원","G1542","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오경철","1162000000","관악구","서울특별시 관악구 조원로 24 601호호 (신림동 새한빌딩)"
"수명산요양원","G1570","(노인) 노인요양시설","노인의료복지시설","자치구","한미영","1150000000","강서구","서울특별시 강서구 수명로2가길 25-16(내발산동 수명산요양원)"
"A 행복한그린요양원","G1585","(노인) 노인요양시설","노인의료복지시설","자치구","박기숙","1135000000","노원구","서울특별시 노원구 동일로230나길 23 (상계동)"
"사랑방요양원","G1622","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이경순","1132000000","도봉구","서울특별시 도봉구 도봉로 727-1 (방학동)727-1 2층 (방학동)"
"주은요양원","G1623","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","함수용","1154500000","금천구","서울특별시 금천구 시흥대로 487독산동 (독산동)"
"강일성모노인요양원","G1662","(노인) 노인요양시설","노인의료복지시설","자치구","한정일","1174000000","강동구","서울특별시 강동구 고덕로 476 (강일동)"
"카멜리아요양원","G1691","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박희웅","1126000000","중랑구","서울특별시 중랑구 동일로933 7층층 (묵동 수정빌딩)"
"꿈에그린요양원1","G1713","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김승호","1132000000","도봉구","서울특별시 도봉구 방학로106 4층층 (방학동)"
"구로 미가 요양원","G1744","(노인) 노인요양시설","노인의료복지시설","자치구","이옥진","1153000000","구로구","서울특별시 구로구 천왕로 366층 (천왕동)"
"도봉은빛요양원","G1749","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최은정","1132000000","도봉구","서울특별시 도봉구 방학로106 5층 (방학동)"
"강서사랑요양원","G1803","(노인) 노인요양시설","노인의료복지시설","자치구","김인곤","1150000000","강서구","서울특별시 강서구 곰달래로 71 (화곡동)"
"홍릉요양원","G1822","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박장순","1123000000","동대문구","서울특별시 동대문구 제기로72 5층 (제기동 홍릉요양원)"
"'참좋은요양원","G1828","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신용주","1138000000","은평구","서울특별시 은평구 가좌로 3062층 (신사동)"
"삼성요양원","G1831","(노인) 노인요양시설","노인의료복지시설","자치구","박재경","1162000000","관악구","서울특별시 관악구 호암로401 501호호 (신림동)"
"서울시립 영보노인요양원","G1838","(노인) 노인요양시설","노인의료복지시설","자치구","김재성","1100000000","서울특별시","경기도 용인시 처인구 이동면 이원로483"
"종암요양원","G1918","(노인) 노인요양시설","노인의료복지시설","자치구","배진희","1129000000","성북구","서울특별시 성북구 종암로9길56 (종암동)"
"햇살요양원","G1932","(노인) 노인요양시설","노인의료복지시설","자치구","이상희","1150000000","강서구","서울특별시 강서구 공항대로41길 34-0 (등촌동)34 (등촌동)"
"참사랑실버케어","G1934","(노인) 노인요양시설","노인의료복지시설","자치구","김미원","1150000000","강서구","서울특별시 강서구 까치산로106 (화곡동)"
"그린요양원","G2007","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","차세광","1132000000","도봉구","서울특별시 도봉구 방학로 115 2층 (방학동 그린빌딩)"
"주안요양원","G2061","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","권영주","1138000000","은평구","서울특별시 은평구 서오릉로13길10 (구산동)"
"밝은햇살요양원","G2062","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박종하","1150000000","강서구","서울특별시 강서구 강서로29길38 1층 (화곡동)"
"둥지요양원","G2067","(노인) 노인요양시설","노인의료복지시설","자치구","장서현","1129000000","성북구","서울특별시 성북구 오패산로 49 2층 1호 (하월곡동)"
"가족사랑요양원","G2181","(노인) 노인요양시설","노인의료복지시설","자치구","권현섭","1130500000","강북구","서울특별시 강북구 한천로 1108-1 2 3층 (수유동)"
"행복한노인요양원2","G2213","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김문주","1130500000","강북구","서울특별시 강북구 덕릉로46 2호 4층 (수유동)"
